path	current_owner	disposition	new_owner	consumer	apply_boundary	validator	secret_classification	reason
profile_artifacts.features.schema_version	runtime_config	migrate	FeatureProfile artifact	feature pipeline, training and replay	new job or artifact lineage	FeatureSchema builder and content-hash validation	none	Feature methodology must be immutable and reproducible rather than hot edited
profile_artifacts.research_method.model_promotion.max_category_concentration	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.max_drawdown	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.min_label_coverage	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.min_liquidity_exit_feasibility	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.min_materialization_coverage	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.min_sample_count	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.min_shadow_overlap_stability	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.required_shadow_window_secs	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.max_fallback_ratio	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.max_pbo	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.min_l2_book_fidelity_ratio	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.min_label_coverage	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.min_sample_count	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.model_promotion.sell.rank_ic_min	runtime_config	migrate	ModelEvaluationSpec artifact	model quality-gate workflow	promotion review creation	quality-gate evidence validator	none	Evaluation thresholds must be frozen with promotion evidence until ModelPromotionPolicy is implemented
profile_artifacts.research_method.research.policy_validation.max_candidates_per_experiment	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.policy_validation.min_latency_profile_secs	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.lambda_l2	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.lambda_tail	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.lambda_turnover	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.ndcg_k	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.optimizer	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.pseudo_top_n	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.rank_loss	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.training.tail_fraction	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.cpcv.k_test	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.cpcv.n_groups	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.gates.dsr_significance	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.gates.max_pbo	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.gates.max_turnover	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.gates.min_tail_loss_bps	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.gates.rank_ic_min	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.pbo.block_count	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.purge.embargo_pct	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.trials.forest_n_trees_multipliers[]	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.trials.lambda_multipliers[]	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.trials.linear_alpha_multipliers[]	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.trials.max_trials	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.research.validation.trials.rank_loss_kinds[]	runtime_config	migrate	ResearchMethodProfile artifact	CPCV, PBO, backtest and policy-fit jobs	job enqueue	research-methodology validator and content hash	none	Research methodology must be reproducible and cannot change under a running experiment
profile_artifacts.research_method.schema_version	runtime_config	migrate	ResearchMethodProfile artifact	research and training lineage readers	new job or artifact lineage	boot schema and content-hash validation	none	The immutable research-method contract is versioned independently from hot policy resources
profile_artifacts.research_method.training.max_book_staleness_ms	runtime_config	migrate	TrainingRunSpec	dataset builder and model trainer	job enqueue	training-spec validator	none	Training inputs belong to an immutable job specification
profile_artifacts.research_method.training.min_exit_depth_usd	runtime_config	migrate	TrainingRunSpec	dataset builder and model trainer	job enqueue	training-spec validator	none	Training inputs belong to an immutable job specification
profile_artifacts.scoring.definition.cross_section.min_size	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.cross_section.small_cross_section_policy	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.enabled_factor_families[]	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.min_factor_confidence	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.missing_factor_policy	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.normalization.default_clamp_sigma	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.normalization.default_winsor_p	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.normalization.per_factor.data_quality.max	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.normalization.per_factor.data_quality.method	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.normalization.per_factor.data_quality.min	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.orthogonalize.max_correlation	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.orthogonalize.neutralize_by[]	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.bias_table_ref	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.bins	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.ci_confidence	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.fit_sample_stride_secs	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.ic_significance_min	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.min_bin_samples	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.min_curve_samples	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.favorite_longshot.ttr_bucket_bounds_secs[]	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.negrisk.min_legs	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.participant_concentration.cr1_share_weight	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.participant_concentration.gini_weight	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.participant_concentration.hhi_weight	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.per_category_ic_gate	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.reversal_after_shock.shock_cap	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.definition.structural.reversal_after_shock.shock_k	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
profile_artifacts.scoring.schema_version	runtime_config	migrate	ScoringProfile artifact	factor pipeline, trainer and backtest	new job or artifact lineage	factor-contract validator and content-hash validation	none	Factor construction and normalization define research methodology
recommendation.data_quality.feature_staleness_policy	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_book_age_ms	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_domain_observation_age_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_feature_bucket_age_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_ingest_lag_ms	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_stale_book_ratio_bps	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.max_trade_tape_age_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.reject_crossed_books	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.data_quality.reject_empty_books	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.ad_hoc_default_knowledge_lag_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.ad_hoc_default_top_n	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.ad_hoc_report_enabled	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.delivery_policy	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.entry_window_ratio	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.fallback_horizon_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.hard_candidate_ceiling	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.reports.max_top_n	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.schema_version	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.allow_near_resolution	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.enabled_categories[]	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.max_spread_bps	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.max_time_to_resolution_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.min_liquidity_usd	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.min_time_to_resolution_secs	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
recommendation.selection.min_volume_24h_usd	runtime_config	keep_runtime	RecommendationPolicy	report coordinator, market selector, data-quality gate	new ReportRun claim	typed policy validator and dependency preflight	none	Changes report eligibility and recommendation output and therefore requires audited hot activation
report_schedule.schedules[].cadence.interval_secs	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schedules[].cadence.kind	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schedules[].enabled	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schedules[].knowledge_lag_secs	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schedules[].schedule_id	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schedules[].top_n	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
report_schedule.schema_version	runtime_config	keep_runtime	ReportSchedule	durable report scheduler	future unclaimed runs after reconcile	typed cadence, timezone and preview validator	none	Operators need audited schedule changes without process restart
revisions.execution_authorization	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
revisions.execution_risk_policy	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
revisions.model_routing	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
revisions.operational_control	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
revisions.recommendation_policy	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
revisions.report_schedule	runtime_config	system_generated	DecisionPolicySnapshot revision bundle	lineage and audit readers	policy activation transaction	repository foreign-key and bundle completeness invariant	none	Revision identifiers are generated by governance and are never editable configuration
cache.disabled	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.fail_open	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.moka.max_capacity	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.operation_timeout_ms	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.connect_timeout_ms	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.database	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.host	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.key_prefix	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.password	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
cache.redis.pool_size	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.port	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.timeout_ms	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
cache.redis.user	deploy_config	keep_deploy	cache resource budget	Redis and in-process cache adapters	process start	typed DeployConfig validation and connectivity preflight	none	Cache capacity, namespace and connection policy are deployment properties
db.clickhouse.batch_size	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.cluster_id	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.database	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.deployment_id	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.flush_interval_secs	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.max_concurrent_inserts	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.clickhouse.password	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
db.clickhouse.url	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
