location	symbol	current_owner	disposition	new_owner	consumer	reason
crates/quant-pivot-core/src/service/feature_integrity.rs:39	MAX_FULL_WINDOW_DAYS	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_integrity.rs:40	AUTOMATIC_FULL_INTERVAL_HOURS	code	centralize_operational_constant	owning worker contract or Deploy resource budget	feature_integrity	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-core/src/service/feature_integrity.rs:41	AUTOMATIC_FULL_BUCKET_SECS	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_integrity.rs:42	SAMPLED_REPORT_WINDOW_MILLIS	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_integrity.rs:43	MIN_MATERIALIZATION_TIMEOUT_SECS	code	centralize_operational_constant	owning worker contract or Deploy resource budget	feature_integrity	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-core/src/service/feature_integrity.rs:44	SYSTEM_ACTOR	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_integrity.rs:45	SYSTEM_ACTING_ROLE	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_parity_executor.rs:46	SAMPLE_FRACTION_NUMERATOR	code	keep_code_constant	owning typed contract module	feature_parity_executor	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_parity_executor.rs:47	SAMPLE_FRACTION_DENOMINATOR	code	keep_code_constant	owning typed contract module	feature_parity_executor	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/feature_parity_executor.rs:48	SAMPLE_MINIMUM	code	keep_code_constant	owning typed contract module	feature_parity_executor	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/gamma.rs:60	LIVE_RESOLUTION_WINDOW	code	keep_code_constant	owning typed contract module	gamma	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/model_runner.rs:79	DIFF_SCALE	code	keep_code_constant	owning typed contract module	model_runner	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/model_runner.rs:84	SHADOW_CLASSICAL_ALERT_THRESHOLD	code	keep_code_constant	owning typed contract module	model_runner	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/opportunistic_sell.rs:58	DEFAULT_HOLD_HORIZON_SECS	code	keep_code_constant	owning typed contract module	opportunistic_sell	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/research_readiness.rs:34	EVIDENCE_VALID_FOR	code	keep_code_constant	owning typed contract module	research_readiness	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/research_readiness.rs:35	LATENCY_WINDOW	code	keep_code_constant	owning typed contract module	research_readiness	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/research_readiness.rs:36	LOCAL_ARTIFACT_VERSION	code	keep_code_constant	owning typed contract module	research_readiness	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/trade_policy.rs:2076	BATCH_SIZE	code	centralize_operational_constant	owning worker contract or Deploy resource budget	trade_policy	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-core/src/service/trade_policy.rs:2591	MAX_MANIFEST_BYTES	code	keep_code_constant	owning typed contract module	trade_policy	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/trade_policy.rs:4062	SIGNED_DOWNLOAD_SECS	code	keep_code_constant	owning typed contract module	trade_policy	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/trade_policy_replay.rs:2119	NAMESPACE	code	keep_code_constant	owning typed contract module	trade_policy_replay	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/trade_policy_replay.rs:2127	NAMESPACE	code	keep_code_constant	owning typed contract module	trade_policy_replay	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/trade_policy_replay.rs:79	WEATHER_REPLAY_ORCHESTRATOR_VERSION	code	keep_code_constant	owning typed contract module	trade_policy_replay	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/training_dataset.rs:111	LIVE_ATTRIBUTION_SAMPLE_LIMIT	code	keep_code_constant	owning typed contract module	training_dataset	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/training_dataset.rs:112	DATASET_FAILURE_DETAIL_MAX_CHARS	code	keep_code_constant	owning typed contract module	training_dataset	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/weather_fact_ingest.rs:24	WRITE_BATCH_SIZE	code	centralize_operational_constant	owning worker contract or Deploy resource budget	weather_fact_ingest	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-core/src/service/weather_fact_ingest.rs:25	MAX_PARTITIONS_PER_WRITE	code	keep_code_constant	owning typed contract module	weather_fact_ingest	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-core/src/service/ws_subscription.rs:21	TIER1_TOKEN_BUDGET_PCT	code	keep_code_constant	owning typed contract module	ws_subscription	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:13	USER	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:15	ROLE	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:17	MENU	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:20	QUANT_RECOMMENDATION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:22	QUANT_RECOMMENDATION_ATTRIBUTION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:24	QUANT_RECOMMENDATION_REPORT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:26	QUANT_REPORT_RUN	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:28	QUANT_REPORT_SCHEDULE_STATE	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:30	QUANT_REPORT_SCHEDULE_GAP	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:32	QUANT_ORDER_INTENT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:34	QUANT_EXECUTION_ORDER	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:36	QUANT_CAPITAL_ALLOCATION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:38	QUANT_POSITION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:40	QUANT_RECONCILIATION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:42	QUANT_SETTLEMENT_REDEEM	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:44	QUANT_SETTLEMENT_REDEEM_LOT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:46	QUANT_TRAINING_DATASET	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:48	QUANT_SOURCE_SLICE	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:50	QUANT_RESEARCH_READINESS_EVIDENCE	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:52	QUANT_CALIBRATION_ARTIFACT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:54	QUANT_TRADE_POLICY_ARTIFACT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:56	QUANT_DOMAIN_SOURCE_CURSOR	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:58	QUANT_DOMAIN_SOURCE_EXPECTATION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:60	QUANT_DOMAIN_EVENT_OUTBOX	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:62	QUANT_RESEARCH_JOB	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:64	QUANT_FEATURE_PARITY_RUN	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:66	QUANT_FEATURE_PARITY_STATE	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:68	QUANT_MODEL_SPEC	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:70	QUANT_MODEL_VERSION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:72	QUANT_MODEL_RUN	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:74	DECISION_POLICY_SNAPSHOT	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:76	POLICY_ACTIVATION	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:78	QUANT_FACTOR	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:80	QUANT_KILL_SWITCH	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-error/src/storage.rs:82	MARKET	code	keep_code_constant	owning typed contract module	storage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/lib.rs:22	CHECKSUM_DOMAIN	code	keep_code_constant	owning adapter contract module	lib	Stable identifier or protocol spelling is not an operator-tunable value
crates/quant-pivot-migration/src/lib.rs:23	CHECKSUM_ALGORITHM	code	keep_code_constant	owning typed contract module	lib	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/lib.rs:24	MIGRATION_ENGINE	code	keep_code_constant	owning typed contract module	lib	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/lib.rs:25	DEPLOYMENT_LOCK_KEY	code	keep_code_constant	owning typed contract module	lib	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/lib.rs:27	CHECKED_MIGRATION_MANIFEST	code	keep_code_constant	owning typed contract module	lib	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/m00000000_000001_bootstrap.rs:20	NAME	code	keep_code_constant	owning typed contract module	m00000000_000001_bootstrap	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/m00000000_000001_bootstrap.rs:21	SOURCE	code	keep_code_constant	owning typed contract module	m00000000_000001_bootstrap	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/column_defaults.rs:13	SOURCE	code	keep_code_constant	owning typed contract module	column_defaults	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/column_defaults.rs:45	COLUMN_DEFAULTS	code	keep_code_constant	owning typed contract module	column_defaults	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/query_indexes.rs:38	INDEXES	code	keep_code_constant	owning typed contract module	query_indexes	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/query_indexes.rs:8	SOURCE	code	keep_code_constant	owning typed contract module	query_indexes	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/relational_invariants.rs:5	SOURCE	code	keep_code_constant	owning typed contract module	relational_invariants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/relational_invariants.rs:6	CONSTRAINTS	code	keep_code_constant	owning typed contract module	relational_invariants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/v1.rs:5	SOURCE	code	keep_code_constant	owning typed contract module	v1	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/worm_triggers.rs:5	SOURCE	code	keep_code_constant	owning typed contract module	worm_triggers	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/migrations/support/worm_triggers.rs:7	TRIGGERS	code	keep_code_constant	owning typed contract module	worm_triggers	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/snapshots/v1/mod.rs:182	ENUMS	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/snapshots/v1/mod.rs:278	ARTIFACTS	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/snapshots/v1/mod.rs:91	MODULE_PREFIX	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-migration/src/snapshots/v1/mod.rs:93	TABLES	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/clickhouse/trade_tape.rs:43	SCHEMA_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/clickhouse/types.rs:17	PRICE_SCALE	code	keep_code_constant	owning typed contract module	types	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/clickhouse/types.rs:18	MONEY_SCALE	code	keep_code_constant	owning typed contract module	types	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/clickhouse/types.rs:19	BPS_SCALE	code	keep_code_constant	owning typed contract module	types	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/clickhouse/types.rs:20	UNIX_EPOCH_FROM_CE_DAYS	code	keep_code_constant	owning typed contract module	types	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/clickhouse/types.rs:64	FIRST	code	keep_code_constant	owning typed contract module	types	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/config/domain_sources.rs:18	WEATHER_OBSERVATION_DAY_CLOSE_GRACE_SECS	code	keep_code_constant	owning typed contract module	domain_sources	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/config/lifecycle.rs:15	PROJECT_LIFECYCLE_SOURCE	code	keep_code_constant	owning typed contract module	lifecycle	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/config/secret.rs:14	MAX_CREDENTIAL_BYTES	code	keep_code_constant	owning typed contract module	secret	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:10	POLYGON_CHAIN_ID	code	keep_external_protocol	typed provider protocol catalog	external protocol adapter	Externally assigned protocol values cannot follow the project lifecycle baseline
crates/quant-pivot-models/src/constants.rs:15	COLLATERAL_DECIMALS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:18	COLLATERAL_SCALE	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:29	CTF_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:32	PUSD_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:36	USDC_E_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:40	NEG_RISK_ADAPTER_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:43	CTF_COLLATERAL_ADAPTER_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/constants.rs:46	NEG_RISK_COLLATERAL_ADAPTER_ADDRESS	code	keep_code_constant	owning typed contract module	constants	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/api/feature_integrity.rs:245	HASH	code	keep_code_constant	owning typed contract module	feature_integrity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/api/market.rs:268	DEFAULT_LOOKBACK_MINUTES	code	keep_code_constant	owning typed contract module	market	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/api/market.rs:270	MAX_DAYS	code	keep_code_constant	owning typed contract module	market	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/api/market.rs:272	MINUTE_THRESHOLD_HOURS	code	keep_code_constant	owning typed contract module	market	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:90	TRADE_ID	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:91	MARKET_ID	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:92	TOKEN_ID	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:93	PARTICIPANT_ADDRESS	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:94	PARTICIPANT_ROLE	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:95	SIDE	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:96	TX_HASH	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:97	PRICE	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:98	SIZE	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/data_plane/trade_tape.rs:99	FEE_RATE	code	keep_code_constant	owning typed contract module	trade_tape	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/governance/lifecycle.rs:8	WS_MARKET_DATA_STALE_THRESHOLD_MS	code	keep_code_constant	owning typed contract module	lifecycle	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/market/book.rs:108	IMBALANCE_DEPTH_LEVELS	code	keep_code_constant	owning typed contract module	book	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/market/version.rs:22	CATALOG_OBJECT_SCHEMA_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/domain/pagination.rs:120	DEFAULT_PAGE	code	keep_code_constant	owning typed contract module	pagination	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/pagination.rs:122	DEFAULT_SIZE	code	keep_code_constant	owning typed contract module	pagination	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/pagination.rs:124	MAX_SIZE	code	keep_code_constant	owning typed contract module	pagination	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/quant/source_slice.rs:18	SOURCE_SLICE_READER_CONTRACT_V1	code	keep_code_constant	owning typed contract module	source_slice	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/quant/source_slice.rs:19	SOURCE_SLICE_SCHEMA_CONTRACT_V1	code	keep_code_constant	owning typed contract module	source_slice	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/query.rs:49	MESSAGE	code	keep_code_constant	owning typed contract module	query	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/domain/ws/channel.rs:77	ALL	code	keep_code_constant	owning typed contract module	channel	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/catalog.rs:41	ALL	code	keep_code_constant	owning typed contract module	catalog	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/catalog.rs:59	EMPTY	code	keep_code_constant	owning typed contract module	catalog	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/common.rs:187	ALL_VARIANTS	code	keep_code_constant	owning typed contract module	common	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/common.rs:277	EMPTY	code	keep_code_constant	owning typed contract module	common	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/domain.rs:71	ALL	code	keep_code_constant	owning typed contract module	domain	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/execution.rs:183	ALL	code	keep_code_constant	owning typed contract module	execution	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/execution.rs:305	BEHAVIOR_TABLE	code	keep_code_constant	owning adapter contract module	execution	Stable identifier or protocol spelling is not an operator-tunable value
crates/quant-pivot-models/src/enums/execution.rs:63	ATTRIBUTION_READY	code	keep_code_constant	owning typed contract module	execution	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/factor.rs:130	ALL_GENERIC	code	keep_code_constant	owning typed contract module	factor	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:266	NEW_INTENT_AUTHORITY	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:269	REPORT_ROLLUP_COMPLETE	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:407	PRE_SUBMISSION_ACTIVE	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:415	SIBLING_INTENT_BLOCKING	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:427	OPEN	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:437	UNFILLED_TERMINAL	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:447	FILLED_TERMINAL	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/quant.rs:450	ATTRIBUTION_ELIGIBLE	code	keep_code_constant	owning typed contract module	quant	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:227	RESOURCE_OPERATIONS	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:38	PTYPE_POLICY	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:40	PTYPE_GROUPING	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:42	OBJECT_TYPE_RESOURCE	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:44	VALUE_COLUMNS	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/rbac.rs:46	SECTIONS	code	keep_code_constant	owning typed contract module	rbac	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/enums/runtime_config.rs:249	ALL	code	keep_code_constant	owning typed contract module	runtime_config	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/hashing.rs:14	BLAKE3_PREFIX	code	keep_code_constant	owning typed contract module	hashing	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/runtime_config/mod.rs:38	POLICY_RESOURCE_SCHEMA_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/runtime_config/schedule_preview.rs:16	MAX_PREVIEW_OCCURRENCES	code	keep_safety_limit	centralized defensive-limit module	boundary validator	Defensive upper bound prevents resource amplification and must not be raised through Runtime Config
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1438	CPCV_N_GROUPS	code	keep_code_constant	owning typed contract module	config	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1440	CPCV_K_TEST	code	keep_code_constant	owning typed contract module	config	Stable mathematical, lexical or defensive invariant is not a business configuration
